time,theta_t
4.526,0.540156
4.527,0.635502
4.528,0.617983
4.529,0.490976
4.53,0.385747
4.531,0.325027
4.532,0.176178
4.533,0.087321
4.534,0.108946
4.535,0.245445
4.536,0.534504
4.537,0.896276
4.538,1.245207
4.539,1.538662
4.54,1.783764
4.541,1.912204
4.542,2.01254
4.543,2.134005
4.544,2.226419
4.545,2.156189
4.546,1.950895
4.547,1.616608
4.548,1.17478
4.549,0.73125
4.55,0.291785
4.551,-0.036789
4.552,-0.209561
4.553,-0.267211
4.554,-0.139601
4.555,0.141639
4.556,0.56448
4.557,1.028593
4.558,1.539902
4.559,2.011256
4.56,2.409589
4.561,2.590066
4.562,2.577275
4.563,2.353135
4.564,2.050987
4.565,1.633134
4.566,1.170798
4.567,0.763292
4.568,0.339113
4.569,0.043396
4.57,-0.268591
4.571,-0.496913
4.572,-0.704877
4.573,-0.839328
4.574,-0.776918
4.575,-0.755528
4.576,-0.693971
4.577,-0.364408
4.578,-0.099513
4.579,0.125546
4.58,0.315255
4.581,0.514025
4.582,0.720297
4.583,0.900231
4.584,0.998542
4.585,1.107552
4.586,0.899393
4.587,0.695129
4.588,0.460811
4.589,0.228207
4.59,0.11102
4.591,0.037525
4.592,-0.251934
4.593,-0.422147
4.594,-0.586382
4.595,-0.666589
4.596,-0.701455
4.597,-0.634027
4.598,-0.445197
4.599,-0.196482
4.6,0.048654
4.601,0.220375
4.602,0.317563
4.603,0.536101
4.604,0.876059
4.605,1.285947
4.606,1.669021
4.607,2.05932
4.608,2.381672
4.609,2.63403
4.61,2.914704
4.611,3.34533
4.612,3.877064
4.613,4.366614
4.614,4.686737
4.615,4.794195
4.616,4.812023
4.617,4.594702
4.618,4.151725
4.619,3.863149
4.62,3.629064
4.621,3.376412
4.622,3.24392
4.623,2.869854
4.624,2.424815
4.625,2.197186
4.626,2.142585
4.627,2.198552
4.628,2.384439
4.629,2.479123
4.63,2.500424
4.631,2.484863
4.632,2.466185
4.633,2.426725
4.634,2.369924
4.635,2.282431
4.636,2.158811
4.637,2.117299
4.638,2.004197
4.639,1.790301
4.64,1.517065
4.641,1.240046
4.642,0.960897
4.643,0.662503
4.644,0.474666
4.645,0.303213
4.646,0.121047
4.647,-0.076496
4.648,-0.274197
4.649,-0.533101
4.65,-0.523714
4.651,-0.364534
4.652,-0.103248
4.653,0.290905
4.654,0.514319
4.655,0.708825
4.656,0.891154
4.657,1.127319
4.658,1.361721
4.659,1.689879
4.66,1.985331
4.661,2.105008
4.662,2.125968
4.663,2.032374
4.664,1.978479
4.665,2.025536
4.666,2.063009
4.667,2.158883
4.668,2.302433
4.669,2.456478
4.67,2.632346
4.671,2.723026
4.672,2.845043
4.673,2.680792
4.674,2.76411
4.675,2.958142
4.676,3.170162
4.677,3.397768
4.678,3.513237
4.679,3.594376
4.68,3.687195
4.681,3.770746
4.682,3.683382
4.683,3.621118
4.684,3.544795
4.685,3.50274
4.686,3.341413
4.687,3.044867
4.688,2.705337
4.689,2.8426
4.69,2.635167
4.691,2.28509
4.692,2.167223
4.693,2.044448
4.694,1.885396
4.695,1.781503
4.696,1.64447
4.697,1.196642
4.698,0.831029
4.699,0.482172
4.7,0.383794
4.701,0.302426
4.702,0.325906
4.703,0.370268
4.704,0.382767
4.705,0.463
4.706,0.550041
4.707,0.683542
4.708,0.882807
4.709,1.041826
4.71,1.155173
4.711,1.162073
4.712,1.029625
4.713,0.800675
4.714,0.499222
4.715,0.184829
4.716,-0.059171
4.717,-0.265497
4.718,-0.73004
4.719,-1.060154
4.72,-1.360773
4.721,-1.53761
4.722,-1.69519
4.723,-1.693024
4.724,-1.589974
4.725,-1.429253
4.726,-1.298758
4.727,-1.202155
4.728,-1.119325
4.729,-0.924674
4.73,-0.66497
4.731,-0.285317
4.732,-0.030885
4.733,0.162297
4.734,0.276832
4.735,0.390673
4.736,0.419525
4.737,0.419645
4.738,0.407801
4.739,0.438694
4.74,0.400095
4.741,0.396542
4.742,0.463935
4.743,0.537633
4.744,0.588852
4.745,0.6362
4.746,0.637533
4.747,0.652654
4.748,0.682036
4.749,0.719433
4.75,0.732839
4.751,0.744476
4.752,0.593224
4.753,0.478439
4.754,0.331899
4.755,0.403867
4.756,0.55149
4.757,0.728711
4.758,0.924916
4.759,1.079585
4.76,1.180026
4.761,1.395297
4.762,1.63897
4.763,1.821879
4.764,1.906908
4.765,1.852592
4.766,1.780447
4.767,1.640653
4.768,1.370512
4.769,1.098014
4.77,0.862219
4.771,0.446669
4.772,0.074914
4.773,-0.251539
4.774,-0.484403
4.775,-0.537073
4.776,-0.660308
4.777,-0.59983
4.778,-0.549827
4.779,-0.495509
4.78,-0.526412
4.781,-0.331831
4.782,-0.019461
4.783,0.083163
4.784,0.030757
4.785,-0.122399
4.786,-0.286554
4.787,-0.443229
4.788,-0.471865
4.789,-0.564066
4.79,-0.628128
4.791,-0.679251
4.792,-0.696398
4.793,-0.701725
4.794,-0.554946
4.795,-0.384307
4.796,-0.17462
4.797,0.08395
4.798,0.373405
4.799,0.600113
4.8,0.759317
4.801,0.898204
4.802,1.069142
4.803,1.162062
4.804,1.136564
4.805,0.846341
4.806,0.421828
4.807,0.00814
4.808,-0.435651
4.809,-0.826148
4.81,-1.125709
4.811,-1.376159
4.812,-1.662755
4.813,-1.918996
4.814,-2.097512
4.815,-2.139422
4.816,-2.059926
4.817,-1.837906
4.818,-1.633592
4.819,-1.393623
4.82,-1.171283
4.821,-0.895983
4.822,-0.573745
4.823,-0.205909
4.824,-0.009669
4.825,0.342928
4.826,0.420035
4.827,0.428559
4.828,0.382408
4.829,0.366044
4.83,0.240837
4.831,0.018594
4.832,-0.280214
4.833,-0.377533
4.834,-0.708949
4.835,-0.988659
4.836,-1.229804
4.837,-1.389398
4.838,-1.479922
4.839,-1.753094
4.84,-1.937674
4.841,-2.113906
4.842,-2.222548
4.843,-2.278691
4.844,-2.308626
4.845,-2.273731
4.846,-2.267756
4.847,-2.283106
4.848,-2.279325
4.849,-2.077466
4.85,-1.701315
4.851,-1.197262
4.852,-0.746873
4.853,-0.423673
4.854,-0.338604
4.855,-0.117599
4.856,0.390727
4.857,0.594771
4.858,0.793519
4.859,0.885437
4.86,0.900215
4.861,0.833316
4.862,0.756562
4.863,0.799667
4.864,0.87773
4.865,0.970947
4.866,1.050229
4.867,1.070371
4.868,1.058973
4.869,1.020652
4.87,0.913296
4.871,0.729759
4.872,0.524229
4.873,0.299024
4.874,0.070111
4.875,-0.086654
4.876,-0.153909
4.877,-0.122077
4.878,-0.063098
4.879,0.0891
4.88,0.266559
4.881,0.501507
4.882,0.732205
4.883,0.934481
4.884,1.123381
4.885,1.289047
4.886,1.449192
4.887,1.579978
4.888,1.694663
4.889,1.755331
4.89,1.78622
4.891,1.830853
4.892,1.957652
4.893,1.933314
4.894,2.088759
4.895,2.172314
4.896,2.165316
4.897,2.098207
4.898,2.016252
4.899,2.007096
4.9,2.041271
4.901,2.102147
4.902,2.117121
4.903,2.012425
4.904,1.932858
4.905,1.79294
4.906,1.67307
4.907,1.540917
4.908,1.450966
4.909,1.279135
4.91,1.118938
4.911,1.014368
4.912,0.989379
4.913,0.998906
4.914,0.96576
4.915,0.903502
4.916,0.86318
4.917,0.83259
4.918,0.784463
4.919,0.763356
4.92,0.763486
4.921,0.80508
4.922,0.825978
4.923,0.826094
4.924,0.825884
4.925,0.851838
4.926,0.7419
4.927,0.907534
4.928,0.977784
4.929,1.106774
4.93,1.26473
4.931,1.359714
4.932,1.514253
4.933,1.670972
4.934,1.840024
4.935,2.056556
4.936,2.214268
4.937,2.397671
4.938,2.461141
4.939,2.327523
4.94,2.114327
4.941,1.91582
4.942,1.819413
4.943,1.766651
4.944,1.818968
4.945,1.921487
4.946,1.937967
4.947,1.951178
4.948,1.958842
4.949,1.816114
4.95,1.826993
4.951,1.674761
4.952,1.469984
4.953,1.089575
4.954,0.748783
4.955,0.52124
4.956,0.357937
4.957,0.284293
4.958,0.242607
4.959,0.206203
4.96,0.205893
4.961,0.518597
4.962,0.735201
4.963,0.839539
4.964,0.963432
4.965,1.096702
4.966,1.18447
4.967,1.309905
4.968,1.554102
4.969,1.932543
4.97,2.242199
4.971,2.548007
4.972,2.735466
4.973,2.869155
4.974,2.890478
4.975,2.774878
4.976,2.390897
4.977,2.059996
4.978,1.726279
4.979,1.502313
4.98,1.461266
4.981,1.529048
4.982,1.692782
4.983,1.963617
4.984,2.29587
4.985,2.49694
4.986,2.578499
4.987,2.56051
4.988,2.421607
4.989,2.265061
4.99,1.932846
4.991,1.492899
4.992,1.087182
4.993,0.634259
4.994,0.235246
4.995,0.004941
4.996,-0.159981
4.997,-0.227823
4.998,0.060673
4.999,0.277804
5,0.569375
